189,1935-04-21,1934,ACF Fiorentina,Lazio Roma,2-1,2,1,1,H
190,1935-04-21,1934,Brescia Calcio,Torino FC,2-1,2,1,1,H
191,1935-04-21,1934,Pro Vercelli,Inter,1-1,1,1,1,D
192,1935-04-21,1934,AC Milan,US Livorno,1-1,1,1,1,D
193,1935-04-28,1934,US Livorno,Pro Vercelli,1-0,1,0,1,H
194,1935-04-28,1934,Unione Triestina,AC Milan,2-1,2,1,1,H
195,1935-04-28,1934,Sampierdarenese,US Palermo,1-0,1,0,1,H
196,1935-04-28,1934,Lazio Roma,Brescia Calcio,4-0,4,0,1,H
197,1935-04-28,1934,Bologna FC,AS Roma,1-1,1,1,1,D
198,1935-04-28,1934,Inter,ACF Fiorentina,1-1,1,1,1,D
199,1935-04-28,1934,US Alessandria 1912,Juventus,0-0,0,0,1,D
200,1935-04-28,1934,Torino FC,SSC Napoli,0-0,0,0,1,D
201,1935-05-05,1934,Sampierdarenese,Torino FC,3-2,3,2,1,H
202,1935-05-05,1934,Brescia Calcio,Inter,1-1,1,1,1,D
203,1935-05-05,1934,ACF Fiorentina,US Livorno,0-1,0,1,1,A
204,1935-05-05,1934,Juventus,US Palermo,2-1,2,1,1,H
205,1935-05-05,1934,AC Milan,Bologna FC,0-0,0,0,1,D
206,1935-05-05,1934,SSC Napoli,Lazio Roma,3-0,3,0,1,H
207,1935-05-05,1934,AS Roma,US Alessandria 1912,3-0,3,0,1,H
208,1935-05-05,1934,Pro Vercelli,Unione Triestina,4-2,4,2,1,H
209,1935-05-13,1934,US Alessandria 1912,AC Milan,2-1,2,1,1,H
210,1935-05-13,1934,Inter,SSC Napoli,2-1,2,1,1,H
211,1935-05-13,1934,Bologna FC,Pro Vercelli,5-0,5,0,1,H
212,1935-05-13,1934,Juventus,AS Roma,2-1,2,1,1,H
213,1935-05-13,1934,Lazio Roma,Sampierdarenese,2-1,2,1,1,H
214,1935-05-13,1934,US Livorno,Brescia Calcio,3-1,3,1,1,H
215,1935-05-13,1934,US Palermo,Torino FC,0-0,0,0,1,D
216,1935-05-13,1934,Unione Triestina,ACF Fiorentina,0-1,0,1,1,A
217,1935-05-20,1934,Pro Vercelli,US Alessandria 1912,1-0,1,0,1,H
218,1935-05-20,1934,Torino FC,Lazio Roma,2-2,2,2,1,D
219,1935-05-20,1934,AS Roma,US Palermo,5-1,5,1,1,H
220,1935-05-20,1934,Brescia Calcio,Unione Triestina,2-1,2,1,1,H
221,1935-05-20,1934,AC Milan,Juventus,3-0,3,0,1,H
222,1935-05-20,1934,ACF Fiorentina,Bologna FC,1-0,1,0,1,H
223,1935-05-20,1934,SSC Napoli,US Livorno,1-1,1,1,1,D
224,1935-05-20,1934,Sampierdarenese,Inter,0-0,0,0,1,D
225,1935-05-27,1934,Bologna FC,Brescia Calcio,3-0,3,0,1,H
226,1935-05-27,1934,Unione Triestina,SSC Napoli,0-0,0,0,1,D
227,1935-05-27,1934,AS Roma,AC Milan,1-0,1,0,1,H
228,1935-05-27,1934,US Palermo,Lazio Roma,2-1,2,1,1,H
229,1935-05-27,1934,Juventus,Pro Vercelli,3-0,3,0,1,H
230,1935-05-27,1934,Inter,Torino FC,4-0,4,0,1,H
231,1935-05-27,1934,US Alessandria 1912,ACF Fiorentina,2-0,2,0,1,H
232,1935-05-27,1934,US Livorno,Sampierdarenese,0-0,0,0,1,D
233,1935-06-02,1934,Pro Vercelli,AS Roma,1-4,1,4,1,A
234,1935-06-02,1934,SSC Napoli,Bologna FC,1-1,1,1,1,D
235,1935-06-02,1934,Torino FC,US Livorno,1-0,1,0,1,H
236,1935-06-02,1934,Brescia Calcio,US Alessandria 1912,1-0,1,0,1,H
237,1935-06-02,1934,Lazio Roma,Inter,4-2,4,2,1,H
238,1935-06-02,1934,AC Milan,US Palermo,2-1,2,1,1,H
239,1935-06-02,1934,ACF Fiorentina,Juventus,0-1,0,1,1,A
240,1935-06-02,1934,Sampierdarenese,Unione Triestina,1-0,1,0,1,H
241,1935-09-22,1935,Brescia Calcio,Inter,1-0,1,0,1,H
242,1935-09-22,1935,Unione Triestina,ACF Fiorentina,5-1,5,1,1,H
243,1935-09-22,1935,Sampierdarenese,SSC Napoli,2-2,2,2,1,D
244,1935-09-22,1935,AS Roma,Torino FC,1-0,1,0,1,H
245,1935-09-22,1935,Juventus,US Palermo,3-1,3,1,1,H
246,1935-09-22,1935,Bologna FC,Genova 1893 Circolo del Calcio,4-1,4,1,1,H
247,1935-09-22,1935,AS Bari,Lazio Roma,1-1,1,1,1,D
248,1935-09-22,1935,AC Milan,US Alessandria 1912,2-0,2,0,1,H
249,1935-09-29,1935,ACF Fiorentina,Bologna FC,0-1,0,1,1,A
250,1935-09-29,1935,US Palermo,AS Bari,2-1,2,1,1,H
251,1935-09-29,1935,SSC Napoli,Brescia Calcio,1-0,1,0,1,H
252,1935-09-29,1935,Torino FC,Juventus,2-2,2,2,1,D
253,1935-09-29,1935,Genova 1893 Circolo del Calcio,AS Roma,2-1,2,1,1,H
254,1935-09-29,1935,Inter,AC Milan,1-1,1,1,1,D
255,1935-09-29,1935,US Alessandria 1912,Sampierdarenese,1-1,1,1,1,D
256,1935-09-29,1935,Lazio Roma,Unione Triestina,3-2,3,2,1,H
257,1935-10-06,1935,Bologna FC,Inter,3-0,3,0,1,H
258,1935-10-06,1935,Brescia Calcio,Torino FC,2-2,2,2,1,D
259,1935-10-06,1935,Juventus,Lazio Roma,2-1,2,1,1,H
260,1935-10-06,1935,AC Milan,ACF Fiorentina,1-0,1,0,1,H
261,1935-10-06,1935,US Palermo,US Alessandria 1912,1-0,1,0,1,H
262,1935-10-06,1935,AS Roma,SSC Napoli,1-0,1,0,1,H
263,1935-10-06,1935,Sampierdarenese,Genova 1893 Circolo del Calcio,1-2,1,2,1,A
264,1935-10-06,1935,Unione Triestina,AS Bari,4-1,4,1,1,H
265,1935-10-13,1935,Lazio Roma,AS Roma,0-1,0,1,1,A
266,1935-10-13,1935,Genova 1893 Circolo del Calcio,Juventus,1-1,1,1,1,D
