,Date,Season,home,visitor,HT,FT,hgoal,vgoal,tier,round,group,notes,result
18175,2001-05-13,2000,Malaga CF,Valencia CF,2-0,3-0,3,0,1,league,NA,NA,H
18176,2001-05-18,2000,Valencia CF,Athletic Bilbao,0-0,1-0,1,0,1,league,NA,NA,H
18177,2001-05-19,2000,CD Alaves,FC Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
18178,2001-05-20,2000,Real Oviedo,Deportivo La Coruna,0-2,2-3,2,3,1,league,NA,NA,A
18179,2001-05-20,2000,Real Zaragoza,Villarreal CF,0-0,0-0,0,0,1,league,NA,NA,D
18180,2001-05-20,2000,CA Osasuna,UD Las Palmas,1-1,3-3,3,3,1,league,NA,NA,D
18181,2001-05-20,2000,Celta Vigo,CD Numancia,0-0,1-1,1,1,1,league,NA,NA,D
18182,2001-05-20,2000,Espanyol Barcelona,RCD Mallorca,0-1,0-1,0,1,1,league,NA,NA,A
18183,2001-05-20,2000,Real Valladolid,Racing Santander,1-0,1-1,1,1,1,league,NA,NA,D
18184,2001-05-20,2000,Real Sociedad,Malaga CF,2-0,4-0,4,0,1,league,NA,NA,H
18185,2001-05-20,2000,Rayo Vallecano,Real Madrid,0-1,0-1,0,1,1,league,NA,NA,A
18186,2001-05-26,2000,UD Las Palmas,Celta Vigo,0-0,0-1,0,1,1,league,NA,NA,A
18187,2001-05-26,2000,Real Madrid,CD Alaves,2-0,5-0,5,0,1,league,NA,NA,H
18188,2001-05-27,2000,RCD Mallorca,Rayo Vallecano,3-0,4-0,4,0,1,league,NA,NA,H
18189,2001-05-27,2000,CD Numancia,Espanyol Barcelona,1-1,2-1,2,1,1,league,NA,NA,H
18190,2001-05-27,2000,Real Zaragoza,Real Sociedad,1-1,1-1,1,1,1,league,NA,NA,D
18191,2001-05-27,2000,FC Barcelona,Real Oviedo,0-0,0-1,0,1,1,league,NA,NA,A
18192,2001-05-27,2000,Deportivo La Coruna,Real Valladolid,0-1,1-2,1,2,1,league,NA,NA,A
18193,2001-05-27,2000,Racing Santander,Valencia CF,0-0,1-1,1,1,1,league,NA,NA,D
18194,2001-05-27,2000,Athletic Bilbao,Malaga CF,0-1,1-3,1,3,1,league,NA,NA,A
18195,2001-05-27,2000,Villarreal CF,CA Osasuna,1-0,2-0,2,0,1,league,NA,NA,H
18196,2001-06-10,2000,Malaga CF,Racing Santander,1-0,2-1,2,1,1,league,NA,NA,H
18197,2001-06-10,2000,Celta Vigo,Villarreal CF,0-0,1-0,1,0,1,league,NA,NA,H
18198,2001-06-10,2000,Espanyol Barcelona,UD Las Palmas,3-1,3-2,3,2,1,league,NA,NA,H
18199,2001-06-10,2000,Rayo Vallecano,CD Numancia,1-1,2-1,2,1,1,league,NA,NA,H
18200,2001-06-10,2000,CD Alaves,RCD Mallorca,1-1,2-4,2,4,1,league,NA,NA,A
18201,2001-06-10,2000,Real Oviedo,Real Madrid,1-1,1-1,1,1,1,league,NA,NA,D
18202,2001-06-10,2000,Valencia CF,Deportivo La Coruna,0-0,0-1,0,1,1,league,NA,NA,A
18203,2001-06-10,2000,Athletic Bilbao,Real Sociedad,0-2,1-3,1,3,1,league,NA,NA,A
18204,2001-06-10,2000,CA Osasuna,Real Zaragoza,0-0,1-0,1,0,1,league,NA,NA,H
18205,2001-06-10,2000,Real Valladolid,FC Barcelona,0-1,2-2,2,2,1,league,NA,NA,D
18206,2001-06-16,2000,UD Las Palmas,Rayo Vallecano,1-0,1-0,1,0,1,league,NA,NA,H
18207,2001-06-16,2000,Villarreal CF,Espanyol Barcelona,2-0,4-0,4,0,1,league,NA,NA,H
18208,2001-06-16,2000,CD Numancia,CD Alaves,1-0,2-1,2,1,1,league,NA,NA,H
18209,2001-06-16,2000,Racing Santander,Athletic Bilbao,0-0,3-0,3,0,1,league,NA,NA,H
18210,2001-06-17,2000,Real Sociedad,CA Osasuna,0-1,0-1,0,1,1,league,NA,NA,A
18211,2001-06-17,2000,Real Madrid,Real Valladolid,1-0,2-1,2,1,1,league,NA,NA,H
18212,2001-06-17,2000,FC Barcelona,Valencia CF,2-1,3-2,3,2,1,league,NA,NA,H
18213,2001-06-17,2000,Deportivo La Coruna,Malaga CF,1-0,4-0,4,0,1,league,NA,NA,H
18214,2001-06-17,2000,RCD Mallorca,Real Oviedo,1-0,4-2,4,2,1,league,NA,NA,H
18215,2001-06-17,2000,Real Zaragoza,Celta Vigo,0-0,1-1,1,1,1,league,NA,NA,D
18216,2001-08-25,2001,Valencia CF,Real Madrid,1-0,1-0,1,0,1,league,NA,NA,H
18217,2001-08-26,2001,RCD Mallorca,UD Las Palmas,0-1,0-3,0,3,1,league,NA,NA,A
18218,2001-08-26,2001,Deportivo La Coruna,Real Valladolid,1-0,4-0,4,0,1,league,NA,NA,H
18219,2001-08-26,2001,Espanyol Barcelona,Real Zaragoza,1-1,2-1,2,1,1,league,NA,NA,H
18220,2001-08-26,2001,Real Sociedad,Athletic Bilbao,1-1,1-3,1,3,1,league,NA,NA,A
18221,2001-08-26,2001,Sevilla FC,FC Barcelona,0-1,1-2,1,2,1,league,NA,NA,A
18222,2001-08-26,2001,CD Tenerife,CD Alaves,0-1,0-2,0,2,1,league,NA,NA,A
18223,2001-08-26,2001,CA Osasuna,Celta Vigo,0-1,0-3,0,3,1,league,NA,NA,A
18224,2001-08-26,2001,Rayo Vallecano,Villarreal CF,1-2,1-2,1,2,1,league,NA,NA,A
18225,2001-08-26,2001,Malaga CF,Real Betis,1-1,3-2,3,2,1,league,NA,NA,H
18226,2001-09-08,2001,Athletic Bilbao,RCD Mallorca,0-0,0-1,0,1,1,league,NA,NA,A
18227,2001-09-08,2001,Real Madrid,Malaga CF,1-0,1-1,1,1,1,league,NA,NA,D
18228,2001-09-08,2001,Villarreal CF,CA Osasuna,1-0,3-0,3,0,1,league,NA,NA,H
18229,2001-09-08,2001,UD Las Palmas,Deportivo La Coruna,0-0,0-1,0,1,1,league,NA,NA,A
18230,2001-09-09,2001,Celta Vigo,CD Tenerife,2-0,3-0,3,0,1,league,NA,NA,H
18231,2001-09-09,2001,Real Zaragoza,Sevilla FC,0-0,1-1,1,1,1,league,NA,NA,D
18232,2001-09-09,2001,Real Valladolid,Valencia CF,1-0,1-1,1,1,1,league,NA,NA,D
18233,2001-09-09,2001,Real Betis,Espanyol Barcelona,2-0,2-0,2,0,1,league,NA,NA,H
18234,2001-09-09,2001,FC Barcelona,Rayo Vallecano,0-0,1-1,1,1,1,league,NA,NA,D
18235,2001-09-09,2001,CD Alaves,Real Sociedad,1-0,2-0,2,0,1,league,NA,NA,H
18236,2001-09-15,2001,Real Betis,Real Madrid,1-1,3-1,3,1,1,league,NA,NA,H
18237,2001-09-15,2001,RCD Mallorca,CD Alaves,0-0,0-0,0,0,1,league,NA,NA,D
18238,2001-09-15,2001,CA Osasuna,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
18239,2001-09-15,2001,Deportivo La Coruna,Athletic Bilbao,0-1,1-2,1,2,1,league,NA,NA,A
18240,2001-09-16,2001,Real Sociedad,Celta Vigo,0-0,0-0,0,0,1,league,NA,NA,D
18241,2001-09-16,2001,CD Tenerife,Villarreal CF,1-0,2-0,2,0,1,league,NA,NA,H
18242,2001-09-16,2001,Espanyol Barcelona,Sevilla FC,1-1,2-3,2,3,1,league,NA,NA,A
18243,2001-09-16,2001,Malaga CF,Real Valladolid,0-1,1-2,1,2,1,league,NA,NA,A
18244,2001-09-16,2001,Valencia CF,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
18245,2001-09-16,2001,Rayo Vallecano,Real Zaragoza,1-0,1-2,1,2,1,league,NA,NA,A
18246,2001-09-22,2001,FC Barcelona,CD Tenerife,1-0,2-0,2,0,1,league,NA,NA,H
18247,2001-09-22,2001,UD Las Palmas,Malaga CF,0-0,0-0,0,0,1,league,NA,NA,D
18248,2001-09-22,2001,Real Madrid,Espanyol Barcelona,3-0,5-1,5,1,1,league,NA,NA,H
18249,2001-09-22,2001,CD Alaves,Deportivo La Coruna,0-1,2-3,2,3,1,league,NA,NA,A
18250,2001-09-22,2001,Villarreal CF,Real Sociedad,0-0,1-0,1,0,1,league,NA,NA,H
18251,2001-09-23,2001,Athletic Bilbao,Valencia CF,0-1,2-2,2,2,1,league,NA,NA,D
18252,2001-09-23,2001,Celta Vigo,RCD Mallorca,1-0,2-0,2,0,1,league,NA,NA,H
18253,2001-09-23,2001,Real Zaragoza,CA Osasuna,0-1,0-1,0,1,1,league,NA,NA,A
18254,2001-09-23,2001,Real Valladolid,Real Betis,0-0,0-2,0,2,1,league,NA,NA,A
18255,2001-09-23,2001,Sevilla FC,Rayo Vallecano,0-1,2-1,2,1,1,league,NA,NA,H
18256,2001-09-29,2001,Real Madrid,Real Valladolid,2-1,2-2,2,2,1,league,NA,NA,D
18257,2001-09-29,2001,Espanyol Barcelona,Rayo Vallecano,1-0,3-1,3,1,1,league,NA,NA,H
18258,2001-09-29,2001,Malaga CF,Athletic Bilbao,0-1,1-2,1,2,1,league,NA,NA,A
18259,2001-09-29,2001,Real Sociedad,FC Barcelona,0-1,0-2,0,2,1,league,NA,NA,A
18260,2001-09-30,2001,Valencia CF,CD Alaves,0-0,0-0,0,0,1,league,NA,NA,D
18261,2001-09-30,2001,Real Betis,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
18262,2001-09-30,2001,RCD Mallorca,Villarreal CF,0-1,0-1,0,1,1,league,NA,NA,A
18263,2001-09-30,2001,CA Osasuna,Sevilla FC,0-0,1-0,1,0,1,league,NA,NA,H
18264,2001-09-30,2001,CD Tenerife,Real Zaragoza,0-0,0-0,0,0,1,league,NA,NA,D
18265,2001-09-30,2001,Deportivo La Coruna,Celta Vigo,0-1,2-2,2,2,1,league,NA,NA,D
18266,2001-10-03,2001,Athletic Bilbao,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
18267,2001-10-03,2001,Rayo Vallecano,CA Osasuna,0-1,0-1,0,1,1,league,NA,NA,A
18268,2001-10-03,2001,Real Zaragoza,Real Sociedad,1-1,3-2,3,2,1,league,NA,NA,H
18269,2001-10-03,2001,UD Las Palmas,Real Madrid,2-2,4-2,4,2,1,league,NA,NA,H
18270,2001-10-03,2001,Real Valladolid,Espanyol Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
18271,2001-10-03,2001,FC Barcelona,RCD Mallorca,3-0,3-0,3,0,1,league,NA,NA,H
18272,2001-10-03,2001,Sevilla FC,CD Tenerife,1-0,2-0,2,0,1,league,NA,NA,H
18273,2001-10-03,2001,CD Alaves,Malaga CF,0-0,1-0,1,0,1,league,NA,NA,H
18274,2001-10-03,2001,Villarreal CF,Deportivo La Coruna,1-0,1-1,1,1,1,league,NA,NA,D
18275,2001-10-04,2001,Celta Vigo,Valencia CF,0-1,1-1,1,1,1,league,NA,NA,D
18276,2001-10-06,2001,Deportivo La Coruna,FC Barcelona,0-1,2-1,2,1,1,league,NA,NA,H
18277,2001-10-06,2001,Real Madrid,Athletic Bilbao,0-0,2-0,2,0,1,league,NA,NA,H
18278,2001-10-07,2001,Real Betis,CD Alaves,0-0,1-0,1,0,1,league,NA,NA,H
18279,2001-10-07,2001,RCD Mallorca,Real Zaragoza,0-0,0-1,0,1,1,league,NA,NA,A
18280,2001-10-07,2001,Espanyol Barcelona,CA Osasuna,0-0,1-1,1,1,1,league,NA,NA,D
18281,2001-10-07,2001,Real Valladolid,UD Las Palmas,1-0,1-0,1,0,1,league,NA,NA,H
18282,2001-10-07,2001,Real Sociedad,Sevilla FC,2-0,3-3,3,3,1,league,NA,NA,D
18283,2001-10-07,2001,Malaga CF,Celta Vigo,2-2,2-2,2,2,1,league,NA,NA,D
18284,2001-10-07,2001,Valencia CF,Villarreal CF,1-0,1-0,1,0,1,league,NA,NA,H
18285,2001-10-07,2001,CD Tenerife,Rayo Vallecano,1-1,3-1,3,1,1,league,NA,NA,H
18286,2001-10-13,2001,Real Zaragoza,Deportivo La Coruna,0-1,1-2,1,2,1,league,NA,NA,A
18287,2001-10-13,2001,Sevilla FC,RCD Mallorca,2-2,2-2,2,2,1,league,NA,NA,D
18288,2001-10-13,2001,CD Alaves,Real Madrid,0-0,0-0,0,0,1,league,NA,NA,D
18289,2001-10-14,2001,UD Las Palmas,Espanyol Barcelona,0-0,2-0,2,0,1,league,NA,NA,H
18290,2001-10-14,2001,Athletic Bilbao,Real Valladolid,0-2,1-4,1,4,1,league,NA,NA,A
18291,2001-10-14,2001,Celta Vigo,Real Betis,2-0,3-1,3,1,1,league,NA,NA,H
18292,2001-10-14,2001,Villarreal CF,Malaga CF,1-1,1-2,1,2,1,league,NA,NA,A
18293,2001-10-14,2001,FC Barcelona,Valencia CF,1-1,2-2,2,2,1,league,NA,NA,D
18294,2001-10-14,2001,Rayo Vallecano,Real Sociedad,1-1,2-1,2,1,1,league,NA,NA,H
18295,2001-10-14,2001,CA Osasuna,CD Tenerife,0-0,0-2,0,2,1,league,NA,NA,A
18296,2001-10-20,2001,Real Betis,Villarreal CF,0-1,1-1,1,1,1,league,NA,NA,D
18297,2001-10-20,2001,UD Las Palmas,Athletic Bilbao,0-1,1-1,1,1,1,league,NA,NA,D
18298,2001-10-20,2001,Real Sociedad,CA Osasuna,0-1,2-1,2,1,1,league,NA,NA,H
18299,2001-10-20,2001,Malaga CF,FC Barcelona,0-0,1-1,1,1,1,league,NA,NA,D
18300,2001-10-20,2001,Deportivo La Coruna,Sevilla FC,1-0,1-0,1,0,1,league,NA,NA,H
18301,2001-10-21,2001,RCD Mallorca,Rayo Vallecano,1-0,3-0,3,0,1,league,NA,NA,H
18302,2001-10-21,2001,Espanyol Barcelona,CD Tenerife,2-0,2-0,2,0,1,league,NA,NA,H
18303,2001-10-21,2001,Real Valladolid,CD Alaves,0-2,1-3,1,3,1,league,NA,NA,A
18304,2001-10-21,2001,Real Madrid,Celta Vigo,1-1,1-1,1,1,1,league,NA,NA,D
18305,2001-10-21,2001,Valencia CF,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18306,2001-10-27,2001,Rayo Vallecano,Deportivo La Coruna,0-0,2-1,2,1,1,league,NA,NA,H
18307,2001-10-27,2001,FC Barcelona,Real Betis,1-0,3-0,3,0,1,league,NA,NA,H
18308,2001-10-27,2001,CD Tenerife,Real Sociedad,0-1,0-1,0,1,1,league,NA,NA,A
18309,2001-10-27,2001,CA Osasuna,RCD Mallorca,2-0,4-0,4,0,1,league,NA,NA,H
18310,2001-10-27,2001,Villarreal CF,Real Madrid,1-0,2-3,2,3,1,league,NA,NA,A
18311,2001-10-28,2001,Athletic Bilbao,Espanyol Barcelona,1-0,1-1,1,1,1,league,NA,NA,D
18312,2001-10-28,2001,Celta Vigo,Real Valladolid,0-0,1-1,1,1,1,league,NA,NA,D
18313,2001-10-28,2001,Real Zaragoza,Malaga CF,0-1,0-2,0,2,1,league,NA,NA,A
18314,2001-10-28,2001,Sevilla FC,Valencia CF,0-1,1-1,1,1,1,league,NA,NA,D
18315,2001-10-28,2001,CD Alaves,UD Las Palmas,1-0,1-0,1,0,1,league,NA,NA,H
18316,2001-11-03,2001,Athletic Bilbao,CD Alaves,2-0,2-1,2,1,1,league,NA,NA,H
18317,2001-11-04,2001,Real Valladolid,Villarreal CF,1-0,1-0,1,0,1,league,NA,NA,H
18318,2001-11-04,2001,RCD Mallorca,CD Tenerife,1-0,2-0,2,0,1,league,NA,NA,H
18319,2001-11-04,2001,Espanyol Barcelona,Real Sociedad,1-1,1-2,1,2,1,league,NA,NA,A
18320,2001-11-04,2001,UD Las Palmas,Celta Vigo,3-1,4-2,4,2,1,league,NA,NA,H
18321,2001-11-04,2001,Real Betis,Real Zaragoza,0-0,0-1,0,1,1,league,NA,NA,A
18322,2001-11-04,2001,Real Madrid,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
18323,2001-11-04,2001,Malaga CF,Sevilla FC,1-1,1-3,1,3,1,league,NA,NA,A
18324,2001-11-04,2001,Valencia CF,Rayo Vallecano,1-1,2-1,2,1,1,league,NA,NA,H
18325,2001-11-04,2001,Deportivo La Coruna,CA Osasuna,4-1,5-1,5,1,1,league,NA,NA,H
18326,2001-11-10,2001,Sevilla FC,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
18327,2001-11-11,2001,FC Barcelona,Real Valladolid,2-0,4-0,4,0,1,league,NA,NA,H
18328,2001-11-11,2001,Rayo Vallecano,Malaga CF,2-0,3-0,3,0,1,league,NA,NA,H
18329,2001-11-11,2001,Celta Vigo,Athletic Bilbao,1-0,2-3,2,3,1,league,NA,NA,A
18330,2001-11-11,2001,Real Zaragoza,Real Madrid,1-0,2-1,2,1,1,league,NA,NA,H
18331,2001-11-11,2001,Real Sociedad,RCD Mallorca,0-0,1-2,1,2,1,league,NA,NA,A
18332,2001-11-11,2001,CD Tenerife,Deportivo La Coruna,1-1,3-1,3,1,1,league,NA,NA,H
18333,2001-11-11,2001,CA Osasuna,Valencia CF,0-0,0-0,0,0,1,league,NA,NA,D
18334,2001-11-11,2001,CD Alaves,Espanyol Barcelona,0-1,2-1,2,1,1,league,NA,NA,H
18335,2001-11-11,2001,Villarreal CF,UD Las Palmas,1-0,2-0,2,0,1,league,NA,NA,H
18336,2001-11-17,2001,UD Las Palmas,FC Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
18337,2001-11-17,2001,Real Madrid,Sevilla FC,1-0,2-1,2,1,1,league,NA,NA,H
18338,2001-11-17,2001,Deportivo La Coruna,Real Sociedad,1-1,3-1,3,1,1,league,NA,NA,H
18339,2001-11-18,2001,Real Valladolid,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18340,2001-11-18,2001,Valencia CF,CD Tenerife,0-0,0-0,0,0,1,league,NA,NA,D
18341,2001-11-18,2001,Athletic Bilbao,Villarreal CF,0-0,0-0,0,0,1,league,NA,NA,D
18342,2001-11-18,2001,Espanyol Barcelona,RCD Mallorca,1-1,2-1,2,1,1,league,NA,NA,H
18343,2001-11-18,2001,Real Betis,Rayo Vallecano,0-0,2-0,2,0,1,league,NA,NA,H
18344,2001-11-18,2001,Malaga CF,CA Osasuna,2-0,2-1,2,1,1,league,NA,NA,H
18345,2001-11-18,2001,CD Alaves,Celta Vigo,1-0,1-0,1,0,1,league,NA,NA,H
18346,2001-11-24,2001,FC Barcelona,Athletic Bilbao,0-1,1-2,1,2,1,league,NA,NA,A
18347,2001-11-25,2001,CD Tenerife,Malaga CF,0-0,1-0,1,0,1,league,NA,NA,H
18348,2001-11-25,2001,Celta Vigo,Espanyol Barcelona,2-1,4-1,4,1,1,league,NA,NA,H
18349,2001-11-25,2001,Real Zaragoza,UD Las Palmas,1-0,2-1,2,1,1,league,NA,NA,H
18350,2001-11-25,2001,Sevilla FC,Real Valladolid,1-0,4-0,4,0,1,league,NA,NA,H
18351,2001-11-25,2001,Real Sociedad,Valencia CF,1-0,2-0,2,0,1,league,NA,NA,H
18352,2001-11-25,2001,RCD Mallorca,Deportivo La Coruna,2-1,4-1,4,1,1,league,NA,NA,H
18353,2001-11-25,2001,CA Osasuna,Real Betis,0-0,1-2,1,2,1,league,NA,NA,A
18354,2001-11-25,2001,Rayo Vallecano,Real Madrid,0-2,0-3,0,3,1,league,NA,NA,A
18355,2001-11-25,2001,Villarreal CF,CD Alaves,1-0,1-0,1,0,1,league,NA,NA,H
18356,2001-12-01,2001,Espanyol Barcelona,Deportivo La Coruna,0-0,1-0,1,0,1,league,NA,NA,H
18357,2001-12-01,2001,Real Madrid,CA Osasuna,2-0,2-1,2,1,1,league,NA,NA,H
18358,2001-12-01,2001,Valencia CF,RCD Mallorca,0-1,1-1,1,1,1,league,NA,NA,D
18359,2001-12-01,2001,CD Alaves,FC Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
18360,2001-12-02,2001,Celta Vigo,Villarreal CF,1-0,3-1,3,1,1,league,NA,NA,H
18361,2001-12-02,2001,Athletic Bilbao,Real Zaragoza,1-0,2-1,2,1,1,league,NA,NA,H
18362,2001-12-02,2001,UD Las Palmas,Sevilla FC,0-0,1-0,1,0,1,league,NA,NA,H
18363,2001-12-02,2001,Real Valladolid,Rayo Vallecano,2-1,3-1,3,1,1,league,NA,NA,H
18364,2001-12-02,2001,Real Betis,CD Tenerife,0-0,1-0,1,0,1,league,NA,NA,H
18365,2001-12-02,2001,Malaga CF,Real Sociedad,1-0,1-0,1,0,1,league,NA,NA,H
18366,2001-12-08,2001,Sevilla FC,Athletic Bilbao,0-0,3-3,3,3,1,league,NA,NA,D
18367,2001-12-08,2001,CD Tenerife,Real Madrid,0-1,0-2,0,2,1,league,NA,NA,A
18368,2001-12-09,2001,Real Sociedad,Real Betis,0-0,0-0,0,0,1,league,NA,NA,D
18369,2001-12-09,2001,Deportivo La Coruna,Valencia CF,0-0,1-0,1,0,1,league,NA,NA,H
18370,2001-12-09,2001,Real Zaragoza,CD Alaves,0-1,0-2,0,2,1,league,NA,NA,A
18371,2001-12-09,2001,FC Barcelona,Celta Vigo,1-0,2-2,2,2,1,league,NA,NA,D
18372,2001-12-09,2001,RCD Mallorca,Malaga CF,1-1,1-1,1,1,1,league,NA,NA,D
18373,2001-12-09,2001,CA Osasuna,Real Valladolid,0-0,1-0,1,0,1,league,NA,NA,H
18374,2001-12-09,2001,Rayo Vallecano,UD Las Palmas,0-0,0-0,0,0,1,league,NA,NA,D
18375,2001-12-09,2001,Villarreal CF,Espanyol Barcelona,1-1,1-1,1,1,1,league,NA,NA,D
18376,2001-12-15,2001,Espanyol Barcelona,Valencia CF,2-0,2-3,2,3,1,league,NA,NA,A
18377,2001-12-15,2001,Real Madrid,Real Sociedad,1-1,3-1,3,1,1,league,NA,NA,H
18378,2001-12-15,2001,UD Las Palmas,CA Osasuna,0-1,1-1,1,1,1,league,NA,NA,D
18379,2001-12-16,2001,Celta Vigo,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18380,2001-12-16,2001,Athletic Bilbao,Rayo Vallecano,0-0,1-1,1,1,1,league,NA,NA,D
18381,2001-12-16,2001,Real Betis,RCD Mallorca,1-0,1-0,1,0,1,league,NA,NA,H
18382,2001-12-16,2001,Real Valladolid,CD Tenerife,0-0,0-0,0,0,1,league,NA,NA,D
18383,2001-12-16,2001,Malaga CF,Deportivo La Coruna,1-0,1-1,1,1,1,league,NA,NA,D
18384,2001-12-16,2001,CD Alaves,Sevilla FC,0-0,0-1,0,1,1,league,NA,NA,A
18385,2001-12-16,2001,Villarreal CF,FC Barcelona,0-1,0-1,0,1,1,league,NA,NA,A
18386,2001-12-22,2001,Real Sociedad,Real Valladolid,1-0,6-0,6,0,1,league,NA,NA,H
18387,2001-12-22,2001,CD Tenerife,UD Las Palmas,0-1,1-3,1,3,1,league,NA,NA,A
18388,2001-12-22,2001,Espanyol Barcelona,FC Barcelona,0-0,2-0,2,0,1,league,NA,NA,H
18389,2001-12-22,2001,Sevilla FC,Celta Vigo,0-0,0-1,0,1,1,league,NA,NA,A
18390,2001-12-22,2001,Valencia CF,Malaga CF,2-1,2-1,2,1,1,league,NA,NA,H
18391,2001-12-22,2001,Deportivo La Coruna,Real Betis,1-0,2-0,2,0,1,league,NA,NA,H
18392,2001-12-23,2001,Real Zaragoza,Villarreal CF,2-0,3-2,3,2,1,league,NA,NA,H
18393,2001-12-23,2001,RCD Mallorca,Real Madrid,0-0,1-1,1,1,1,league,NA,NA,D
18394,2001-12-23,2001,CA Osasuna,Athletic Bilbao,0-0,0-1,0,1,1,league,NA,NA,A
18395,2002-01-05,2001,Celta Vigo,Rayo Vallecano,0-1,2-2,2,2,1,league,NA,NA,D
18396,2002-01-05,2001,UD Las Palmas,Real Sociedad,0-0,0-0,0,0,1,league,NA,NA,D
18397,2002-01-05,2001,Real Madrid,Deportivo La Coruna,2-1,3-1,3,1,1,league,NA,NA,H
18398,2002-01-05,2001,Villarreal CF,Sevilla FC,0-1,0-2,0,2,1,league,NA,NA,A
18399,2002-01-06,2001,Real Valladolid,RCD Mallorca,1-0,2-1,2,1,1,league,NA,NA,H
18400,2002-01-06,2001,FC Barcelona,Real Zaragoza,1-0,2-0,2,0,1,league,NA,NA,H
18401,2002-01-06,2001,Athletic Bilbao,CD Tenerife,0-0,1-2,1,2,1,league,NA,NA,A
18402,2002-01-06,2001,Real Betis,Valencia CF,1-2,1-3,1,3,1,league,NA,NA,A
18403,2002-01-06,2001,Malaga CF,Espanyol Barcelona,1-0,2-0,2,0,1,league,NA,NA,H
18404,2002-01-06,2001,CD Alaves,CA Osasuna,0-0,0-2,0,2,1,league,NA,NA,A
18405,2002-01-12,2001,Athletic Bilbao,Real Sociedad,1-1,2-1,2,1,1,league,NA,NA,H
18406,2002-01-12,2001,Villarreal CF,Rayo Vallecano,0-0,1-1,1,1,1,league,NA,NA,D
18407,2002-01-13,2001,UD Las Palmas,RCD Mallorca,1-0,3-1,3,1,1,league,NA,NA,H
18408,2002-01-13,2001,Real Valladolid,Deportivo La Coruna,2-0,3-0,3,0,1,league,NA,NA,H
18409,2002-01-13,2001,Real Zaragoza,Espanyol Barcelona,0-0,0-0,0,0,1,league,NA,NA,D
18410,2002-01-13,2001,FC Barcelona,Sevilla FC,1-1,3-1,3,1,1,league,NA,NA,H
18411,2002-01-13,2001,Real Madrid,Valencia CF,0-0,1-0,1,0,1,league,NA,NA,H
18412,2002-01-13,2001,CD Alaves,CD Tenerife,1-0,1-0,1,0,1,league,NA,NA,H
18413,2002-01-13,2001,Celta Vigo,CA Osasuna,1-0,1-1,1,1,1,league,NA,NA,D
18414,2002-01-13,2001,Real Betis,Malaga CF,0-0,1-1,1,1,1,league,NA,NA,D
18415,2002-01-19,2001,Malaga CF,Real Madrid,1-0,1-1,1,1,1,league,NA,NA,D
18416,2002-01-19,2001,Real Sociedad,CD Alaves,1-0,1-2,1,2,1,league,NA,NA,A
18417,2002-01-20,2001,RCD Mallorca,Athletic Bilbao,1-0,3-0,3,0,1,league,NA,NA,H
18418,2002-01-20,2001,CD Tenerife,Celta Vigo,1-0,1-1,1,1,1,league,NA,NA,D
18419,2002-01-20,2001,Sevilla FC,Real Zaragoza,1-1,4-2,4,2,1,league,NA,NA,H
18420,2002-01-20,2001,CA Osasuna,Villarreal CF,2-1,2-2,2,2,1,league,NA,NA,D
18421,2002-01-20,2001,Valencia CF,Real Valladolid,1-2,1-2,1,2,1,league,NA,NA,A
18422,2002-01-20,2001,Espanyol Barcelona,Real Betis,0-0,1-1,1,1,1,league,NA,NA,D
18423,2002-01-20,2001,Deportivo La Coruna,UD Las Palmas,0-0,1-0,1,0,1,league,NA,NA,H
18424,2002-01-20,2001,Rayo Vallecano,FC Barcelona,1-0,2-1,2,1,1,league,NA,NA,H
18425,2002-01-23,2001,Rayo Vallecano,CD Alaves,0-0,2-0,2,0,1,league,NA,NA,H
18426,2002-01-26,2001,Celta Vigo,Real Sociedad,0-1,3-1,3,1,1,league,NA,NA,H
18427,2002-01-26,2001,UD Las Palmas,Valencia CF,0-1,0-1,0,1,1,league,NA,NA,A
18428,2002-01-27,2001,Villarreal CF,CD Tenerife,2-0,2-1,2,1,1,league,NA,NA,H
18429,2002-01-27,2001,Sevilla FC,Espanyol Barcelona,0-0,3-0,3,0,1,league,NA,NA,H
18430,2002-01-27,2001,Real Madrid,Real Betis,1-0,1-1,1,1,1,league,NA,NA,D
18431,2002-01-27,2001,Real Valladolid,Malaga CF,0-0,0-0,0,0,1,league,NA,NA,D
18432,2002-01-27,2001,CD Alaves,RCD Mallorca,0-2,0-4,0,4,1,league,NA,NA,A
18433,2002-01-27,2001,FC Barcelona,CA Osasuna,0-0,0-1,0,1,1,league,NA,NA,A
18434,2002-01-27,2001,Athletic Bilbao,Deportivo La Coruna,0-0,1-1,1,1,1,league,NA,NA,D
